libro,autor,editorial,anio_publicacion,num_paginas,formato,categoria,rating,popularidad_libro
Procesos de la ingeniería Informática,Luis Martínez,Reverté,2014,270,Físico,Informática,1.22,2
El gran libro de Handbook de Economía,Nicolas Sau,Oxford Press,2014,625,Digital,Economía,4.21,8
Aplicaciones modernas de Industrial,Guillermo Pantaleon,Cambridge Press,2012,147,Digital,Industrial,2.93,4
Principios de Industrial,Fernando Jimenez,Pearson,2003,738,Físico,Industrial,0.41,7
Aplicaciones modernas de Hoteleria y turismo,Carlos Javier,Reverté,2013,223,Digital,Hoteleria y turismo,1.08,3
Calidad en el desarrollo de Civil,Fernando Ortega,Cengage,2016,221,Físico,Civil,1.19,2
Sistematizacion de Economía,Julio Martin,Panamericana,2001,792,Digital,Economía,0.1,4
El gran libro de Handbook de Artes,María Torres,Santillana,2022,169,Físico,Artes,0.73,7
Calidad en el desarrollo de Ciencias de la salud,Carlos Pérez,Marcombo,2004,778,Físico,Ciencias de la salud,3.56,3
Aplicaciones modernas de Arquitectura,Andrea Gómez,Santillana,2006,439,Físico,Arquitectura,1.03,7
Conocimientos de Arquitectura,Nicolas Sau,McGraw-Hill,2016,435,Digital,Arquitectura,4.91,3
Conocimientos de Economía,Nicolas Sau,Oxford Press,2009,474,Físico,Economía,3.26,4
Aplicaciones modernas de Educación,Verónica Salazar,Marcombo,2010,280,Digital,Educación,3.57,4
El gran libro de Handbook de Civil,Guillermo Pantaleon,Alfaomega,2013,224,Digital,Civil,1.23,7
Pilares de la ingeniería Economía,Fernando Jimenez,Panamericana,2005,392,Físico,Economía,1.81,7
Sistematizacion de Biodiversidad y recursos geneticos,Julio Martin,Springer,2008,367,Físico,Biodiversidad y recursos geneticos,3.07,9
Calidad en el desarrollo de Economía,Fernando Ortega,Pearson,2011,704,Digital,Economía,1.45,1
Principios de Filosofía,Verónica Salazar,Reverté,2022,126,Digital,Filosofía,4.55,7
Fundamentos de Robotica,Ricardo Gualán,Reverté,2005,168,Digital,Robotica,3.76,7
Conocimientos de Artes,Agustin Reboredo,Springer,2002,342,Físico,Artes,0.71,3
Principios de Hoteleria y turismo,Jose Munoz,Marcombo,2013,572,Físico,Hoteleria y turismo,3.01,3
Fundamentos de Filosofía,Julio Martin,Springer,2010,430,Físico,Filosofía,0.11,2
El gran libro de Handbook de Biodiversidad y recursos geneticos,Jose Munoz,Pearson,2003,315,Físico,Biodiversidad y recursos geneticos,2.21,3
Pilares de la ingeniería Ambiental,Sergio Gomez,Cambridge Press,2016,149,Físico,Ambiental,3.94,4
Fundamentos de Mecanica,Sergio Gomez,Panamericana,2011,259,Físico,Mecanica,3.4,2
Pilares de la ingeniería Informática,Jose Rafael,Oxford Press,2009,788,Digital,Informática,3.46,6
Procesos de la ingeniería Industrial,Verónica Salazar,Pearson,2016,656,Digital,Industrial,2.63,2
Procesos de la ingeniería Mecanica,Sergio Gomez,Marcombo,2011,713,Digital,Mecanica,2.98,9
Fundamentos de Mecanica,Guillermo Pantaleon,McGraw-Hill,2003,632,Físico,Mecanica,3.47,8
El gran libro de Handbook de Biodiversidad y recursos geneticos,Patricia León,Springer,2005,741,Físico,Biodiversidad y recursos geneticos,0.8,1
Sistematizacion de Industrial,Andrea Gómez,Springer,2021,740,Físico,Industrial,4.29,4
Principios de Informática,Nuria Alvarez,McGraw-Hill,2012,197,Digital,Informática,2.0,10
Calidad en el desarrollo de Hoteleria y turismo,Sebastian Raschka,Alfaomega,2008,353,Físico,Hoteleria y turismo,4.68,6
Calidad en el desarrollo de Educación,Esteban Aguilar,Panamericana,2022,352,Digital,Educación,1.57,5
Calidad en el desarrollo de Arquitectura,Fernando Jimenez,Pearson,2010,272,Digital,Arquitectura,1.51,8
El gran libro de Handbook de Educación,Esteban Aguilar,Marcombo,2002,334,Digital,Educación,1.22,1
Aplicaciones modernas de Industrial,Fernando Ortega,Santillana,2000,764,Digital,Industrial,0.11,2
Calidad en el desarrollo de Civil,Sebastian Raschka,Alfaomega,2010,799,Digital,Civil,2.33,1
El gran libro de Handbook de Robotica,Ricardo Gualán,Cambridge Press,2002,237,Físico,Robotica,2.74,1
Fundamentos de Hoteleria y turismo,Ricardo Gualán,Marcombo,2015,208,Físico,Hoteleria y turismo,2.96,6
Conocimientos de Robotica,Nuria Alvarez,Springer,2004,551,Digital,Robotica,4.15,10
Principios de Educación,Alfons Gonzalez,Panamericana,2012,261,Digital,Educación,1.23,10
Calidad en el desarrollo de Derecho,Daniela Lopez,Springer,2002,689,Físico,Derecho,4.2,1
Aplicaciones modernas de Ciencias de la salud,Daniel Martinez,Alfaomega,2016,153,Digital,Ciencias de la salud,4.14,5
Aplicaciones modernas de Civil,Daniela Lopez,McGraw-Hill,2002,523,Digital,Civil,1.89,7
El gran libro de Handbook de Economía,Fernando Jimenez,Panamericana,2022,594,Digital,Economía,3.92,7
Pilares de la ingeniería Industrial,Nicolas Sau,Cambridge Press,2007,225,Físico,Industrial,2.56,1
El gran libro de Handbook de Robotica,Daniela Lopez,Marcombo,2021,781,Digital,Robotica,3.97,6
El gran libro de Handbook de Artes,Julia Herrera,Pearson,2006,357,Digital,Artes,1.05,5
El gran libro de Handbook de Civil,Verónica Salazar,Oxford Press,2019,562,Físico,Civil,0.13,6
El gran libro de Handbook de Ambiental,Guillermo Pantaleon,Santillana,2021,249,Digital,Ambiental,2.59,10
Sistematizacion de Filosofía,Verónica Salazar,Marcombo,2001,450,Físico,Filosofía,1.29,4
Pilares de la ingeniería Educación,Ricardo Gualán,Pearson,2020,140,Digital,Educación,1.65,10
Sistematizacion de Hoteleria y turismo,Jose Munoz,Santillana,2022,264,Físico,Hoteleria y turismo,0.7,9
Aplicaciones modernas de Industrial,Sergio Gomez,Panamericana,2000,353,Físico,Industrial,1.97,10
Procesos de la ingeniería Civil,Guillermo Pantaleon,Cambridge Press,2020,621,Digital,Civil,4.59,9
Conocimientos de Robotica,Daniel Martinez,Pearson,2020,287,Físico,Robotica,4.26,10
El gran libro de Handbook de Filosofía,Sebastian Raschka,Panamericana,2005,521,Físico,Filosofía,0.46,9
El gran libro de Handbook de Biodiversidad y recursos geneticos,Andrea Gómez,McGraw-Hill,2013,615,Digital,Biodiversidad y recursos geneticos,1.28,4
Pilares de la ingeniería Informática,Daniel Martinez,Oxford Press,2018,673,Físico,Informática,2.74,6
Calidad en el desarrollo de Mecanica,María Torres,McGraw-Hill,2008,341,Digital,Mecanica,4.72,7
Pilares de la ingeniería Artes,Patricia León,McGraw-Hill,2001,432,Físico,Artes,0.79,6
Aplicaciones modernas de Informática,Jose Munoz,Santillana,2013,280,Físico,Informática,4.96,7
El gran libro de Handbook de Robotica,Jose Rafael,Oxford Press,2020,565,Físico,Robotica,3.96,2
Pilares de la ingeniería Ambiental,Jose Rafael,McGraw-Hill,2019,714,Digital,Ambiental,4.54,9
Pilares de la ingeniería Mecanica,Paul Clements,Santillana,2004,274,Físico,Mecanica,1.81,5
Aplicaciones modernas de Robotica,Guillermo Pantaleon,Cengage,2013,708,Digital,Robotica,2.6,1
Procesos de la ingeniería Arquitectura,Carlos Javier,Panamericana,2015,695,Físico,Arquitectura,3.68,1
Calidad en el desarrollo de Ciencias de la salud,Carlos Javier,Cambridge Press,2011,617,Digital,Ciencias de la salud,4.48,8
Calidad en el desarrollo de Ciencias de la salud,Sergio Gomez,Santillana,2003,634,Físico,Ciencias de la salud,4.4,5
Fundamentos de Informática,Carlos Javier,Reverté,2006,501,Físico,Informática,3.52,4
Pilares de la ingeniería Ciencias de la salud,Nuria Alvarez,Oxford Press,2015,392,Físico,Ciencias de la salud,1.38,1
El gran libro de Handbook de Civil,Nicolas Sau,Oxford Press,2008,763,Físico,Civil,2.65,7
Pilares de la ingeniería Arquitectura,Fernando Ortega,Cambridge Press,2015,411,Digital,Arquitectura,3.38,6
Conocimientos de Ambiental,Andrea Gómez,Cengage,2013,599,Físico,Ambiental,2.41,3
Conocimientos de Biodiversidad y recursos geneticos,María Torres,Panamericana,2019,327,Físico,Biodiversidad y recursos geneticos,0.4,6
Calidad en el desarrollo de Arquitectura,Julia Herrera,Reverté,2013,290,Digital,Arquitectura,1.22,10
Aplicaciones modernas de Informática,Verónica Salazar,Springer,2013,247,Digital,Informática,2.17,2
Pilares de la ingeniería Robotica,Paul Clements,Alfaomega,2009,313,Físico,Robotica,2.82,10
Procesos de la ingeniería Artes,Daniel Martinez,Alfaomega,2011,189,Digital,Artes,0.59,9
Conocimientos de Artes,Agustin Reboredo,Oxford Press,2019,222,Físico,Artes,0.9,1
El gran libro de Handbook de Biodiversidad y recursos geneticos,Kenneth E. Kendall,Springer,2003,543,Digital,Biodiversidad y recursos geneticos,1.42,5
Calidad en el desarrollo de Robotica,Paul Clements,Reverté,2009,252,Digital,Robotica,4.24,1
Aplicaciones modernas de Industrial,Jose Rafael,Cengage,2008,287,Físico,Industrial,3.68,7
Procesos de la ingeniería Filosofía,Agustin Reboredo,Santillana,2021,430,Digital,Filosofía,1.15,4
Fundamentos de Arquitectura,Kenneth E. Kendall,Springer,2020,275,Digital,Arquitectura,2.46,9
Conocimientos de Ambiental,Esteban Aguilar,Reverté,2007,729,Digital,Ambiental,1.21,10
Sistematizacion de Robotica,Jose Rafael,Panamericana,2005,151,Físico,Robotica,3.92,2
Conocimientos de Hoteleria y turismo,Agustin Reboredo,Oxford Press,2000,173,Físico,Hoteleria y turismo,3.4,3
Sistematizacion de Industrial,Alfons Gonzalez,Alfaomega,2014,591,Físico,Industrial,2.02,8
Calidad en el desarrollo de Ambiental,Ricardo Gualán,Cengage,2019,192,Físico,Ambiental,2.23,5
Procesos de la ingeniería Mecanica,Jose Munoz,Pearson,2021,234,Digital,Mecanica,3.57,7
Pilares de la ingeniería Educación,Esteban Aguilar,Panamericana,2010,674,Físico,Educación,1.22,5
Procesos de la ingeniería Filosofía,Agustin Reboredo,McGraw-Hill,2011,532,Físico,Filosofía,2.35,1
Conocimientos de Educación,Julio Martin,Pearson,2001,606,Digital,Educación,1.9,7
Aplicaciones modernas de Educación,Luis Martínez,Pearson,2015,274,Físico,Educación,1.57,10
Calidad en el desarrollo de Hoteleria y turismo,Guillermo Pantaleon,Panamericana,2015,704,Físico,Hoteleria y turismo,0.88,7
Sistematizacion de Derecho,Guillermo Pantaleon,Cengage,2013,535,Físico,Derecho,3.25,3
El gran libro de Handbook de Robotica,Julia Herrera,Reverté,2020,331,Digital,Robotica,3.51,3
Sistematizacion de Filosofía,Carlos Pérez,Springer,2012,353,Digital,Filosofía,4.9,3
Calidad en el desarrollo de Civil,Andrea Gómez,Oxford Press,2018,148,Digital,Civil,2.14,8
Calidad en el desarrollo de Arquitectura,Sergio Gomez,Santillana,2019,359,Físico,Arquitectura,3.62,5
Fundamentos de Ciencias de la salud,Ricardo Gualán,Springer,2020,289,Digital,Ciencias de la salud,1.24,4
Aplicaciones modernas de Ciencias de la salud,Fernando Jimenez,Alfaomega,2019,667,Físico,Ciencias de la salud,0.85,4
Calidad en el desarrollo de Informática,Agustin Reboredo,Alfaomega,2009,544,Digital,Informática,1.36,4
Calidad en el desarrollo de Arquitectura,Nuria Alvarez,Reverté,2002,710,Digital,Arquitectura,0.63,4
Conocimientos de Artes,Sebastian Raschka,McGraw-Hill,2019,429,Digital,Artes,1.31,3
Pilares de la ingeniería Ciencias de la salud,Fernando Jimenez,Marcombo,2015,410,Físico,Ciencias de la salud,0.38,8
Sistematizacion de Educación,Guillermo Pantaleon,Marcombo,2001,271,Físico,Educación,1.46,9
Calidad en el desarrollo de Informática,Jose Munoz,Panamericana,2019,148,Digital,Informática,2.81,2
Pilares de la ingeniería Robotica,Kenneth E. Kendall,Reverté,2010,497,Digital,Robotica,2.1,8
Procesos de la ingeniería Informática,Nuria Alvarez,Panamericana,2021,663,Digital,Informática,0.64,9
El gran libro de Handbook de Derecho,Sergio Gomez,Cengage,2019,201,Digital,Derecho,3.76,1
Aplicaciones modernas de Ciencias de la salud,Andrea Gómez,Reverté,2002,715,Físico,Ciencias de la salud,3.4,8
Calidad en el desarrollo de Filosofía,Sergio Gomez,Panamericana,2017,485,Físico,Filosofía,3.58,1
Procesos de la ingeniería Educación,Nicolas Sau,Springer,2004,538,Digital,Educación,0.41,10
Pilares de la ingeniería Informática,Daniel Martinez,Reverté,2016,594,Físico,Informática,4.47,4
Sistematizacion de Robotica,Agustin Reboredo,Reverté,2001,597,Digital,Robotica,1.1,9
Principios de Ciencias de la salud,Guillermo Pantaleon,Reverté,2022,524,Digital,Ciencias de la salud,4.06,8
Principios de Mecanica,Luis Martínez,Marcombo,2002,270,Digital,Mecanica,2.65,5
Principios de Artes,Ricardo Gualán,Cambridge Press,2005,196,Físico,Artes,1.89,5
Calidad en el desarrollo de Filosofía,Agustin Reboredo,Oxford Press,2009,529,Digital,Filosofía,0.43,4
Procesos de la ingeniería Hoteleria y turismo,Paul Clements,McGraw-Hill,2012,433,Digital,Hoteleria y turismo,3.85,5
Conocimientos de Educación,Paul Clements,Panamericana,2019,173,Físico,Educación,4.25,2
Procesos de la ingeniería Industrial,Daniel Martinez,Reverté,2017,718,Digital,Industrial,2.15,2
Aplicaciones modernas de Ambiental,Sebastian Raschka,Panamericana,2017,182,Digital,Ambiental,0.36,2
Conocimientos de Mecanica,Daniel Martinez,Reverté,2022,670,Físico,Mecanica,1.68,5
Pilares de la ingeniería Educación,Carlos Pérez,Alfaomega,2015,286,Digital,Educación,3.93,8
Fundamentos de Arquitectura,Agustin Reboredo,Cengage,2003,219,Digital,Arquitectura,1.5,8
Procesos de la ingeniería Arquitectura,Esteban Aguilar,Alfaomega,2000,584,Digital,Arquitectura,1.27,3
El gran libro de Handbook de Economía,Andrea Gómez,McGraw-Hill,2002,739,Digital,Economía,3.1,9
Calidad en el desarrollo de Filosofía,Esteban Aguilar,Santillana,2022,357,Digital,Filosofía,0.75,10
Procesos de la ingeniería Artes,Jose Munoz,Reverté,2005,284,Digital,Artes,3.44,3
Aplicaciones modernas de Derecho,Sergio Gomez,Springer,2000,585,Físico,Derecho,2.96,5
El gran libro de Handbook de Artes,Fernando Jimenez,Santillana,2017,580,Digital,Artes,3.48,1
Fundamentos de Robotica,Alfons Gonzalez,Reverté,2003,413,Digital,Robotica,4.24,1
Sistematizacion de Informática,Julio Martin,Springer,2006,309,Digital,Informática,2.68,7
Principios de Robotica,Carlos Pérez,Springer,2002,735,Digital,Robotica,3.4,3
Conocimientos de Ambiental,Paul Clements,Oxford Press,2009,472,Digital,Ambiental,4.67,4
Principios de Arquitectura,Daniela Lopez,Springer,2010,606,Digital,Arquitectura,2.39,7
Calidad en el desarrollo de Industrial,Carlos Pérez,Cengage,2013,353,Digital,Industrial,0.82,7
Pilares de la ingeniería Educación,Luis Martínez,Panamericana,2009,656,Físico,Educación,3.23,4
Sistematizacion de Economía,Andrea Gómez,Cambridge Press,2018,175,Físico,Economía,2.0,5
Procesos de la ingeniería Ambiental,Fernando Jimenez,Pearson,2003,237,Físico,Ambiental,1.19,3
Conocimientos de Industrial,Kenneth E. Kendall,Marcombo,2009,587,Digital,Industrial,2.0,4
Fundamentos de Robotica,Daniela Lopez,Cambridge Press,2015,193,Físico,Robotica,4.27,2
Fundamentos de Ambiental,Jose Munoz,Cambridge Press,2000,706,Digital,Ambiental,0.43,1
Calidad en el desarrollo de Ambiental,Kenneth E. Kendall,Santillana,2013,147,Físico,Ambiental,0.58,7
Sistematizacion de Educación,Daniela Lopez,McGraw-Hill,2006,603,Digital,Educación,2.81,5
Calidad en el desarrollo de Artes,María Torres,Reverté,2008,129,Físico,Artes,0.96,1
Aplicaciones modernas de Biodiversidad y recursos geneticos,Andrea Gómez,Alfaomega,2012,574,Digital,Biodiversidad y recursos geneticos,4.79,1
El gran libro de Handbook de Educación,Kenneth E. Kendall,McGraw-Hill,2021,167,Físico,Educación,0.58,8
Pilares de la ingeniería Hoteleria y turismo,Daniela Lopez,Marcombo,2008,702,Físico,Hoteleria y turismo,2.41,6
Fundamentos de Hoteleria y turismo,Nicolas Sau,Marcombo,2019,392,Físico,Hoteleria y turismo,2.96,3
Calidad en el desarrollo de Hoteleria y turismo,Julio Martin,Cambridge Press,2021,124,Digital,Hoteleria y turismo,2.88,5
Aplicaciones modernas de Ambiental,Andrea Gómez,Panamericana,2009,258,Físico,Ambiental,2.08,9
Sistematizacion de Artes,Julia Herrera,Santillana,2017,297,Digital,Artes,2.78,6
Conocimientos de Artes,Jose Rafael,Panamericana,2004,794,Físico,Artes,1.39,10
Pilares de la ingeniería Biodiversidad y recursos geneticos,Julio Martin,Pearson,2016,637,Digital,Biodiversidad y recursos geneticos,4.26,2
Calidad en el desarrollo de Robotica,Andrea Gómez,McGraw-Hill,2016,767,Físico,Robotica,0.13,7
Pilares de la ingeniería Biodiversidad y recursos geneticos,Julio Martin,Oxford Press,2021,722,Digital,Biodiversidad y recursos geneticos,1.76,1
Principios de Biodiversidad y recursos geneticos,Nicolas Sau,Santillana,2014,623,Físico,Biodiversidad y recursos geneticos,0.7,5
Calidad en el desarrollo de Hoteleria y turismo,Patricia León,Cengage,2022,178,Físico,Hoteleria y turismo,1.46,5
Pilares de la ingeniería Ciencias de la salud,Sebastian Raschka,Santillana,2007,276,Digital,Ciencias de la salud,4.73,2
Procesos de la ingeniería Educación,Alfons Gonzalez,Cambridge Press,2018,683,Digital,Educación,1.13,6
Procesos de la ingeniería Economía,Julia Herrera,Santillana,2020,276,Físico,Economía,3.13,9
Fundamentos de Ambiental,Fernando Ortega,Alfaomega,2000,452,Digital,Ambiental,3.17,10
Sistematizacion de Ambiental,Fernando Ortega,Reverté,2022,620,Físico,Ambiental,1.63,7
Conocimientos de Industrial,Alfons Gonzalez,Cambridge Press,2000,288,Digital,Industrial,3.37,2
Procesos de la ingeniería Hoteleria y turismo,Ricardo Gualán,Pearson,2011,282,Físico,Hoteleria y turismo,1.47,9
Procesos de la ingeniería Industrial,Ricardo Gualán,Santillana,2018,504,Digital,Industrial,2.96,10
Aplicaciones modernas de Arquitectura,Agustin Reboredo,McGraw-Hill,2006,556,Digital,Arquitectura,0.82,5
Pilares de la ingeniería Informática,Sergio Gomez,Oxford Press,2018,795,Físico,Informática,1.03,4
Calidad en el desarrollo de Economía,Fernando Jimenez,Cambridge Press,2005,479,Digital,Economía,0.76,5
Pilares de la ingeniería Ciencias de la salud,Daniel Martinez,Cambridge Press,2017,500,Digital,Ciencias de la salud,2.45,6
Principios de Ciencias de la salud,Verónica Salazar,Reverté,2014,550,Digital,Ciencias de la salud,3.98,10
El gran libro de Handbook de Mecanica,Kenneth E. Kendall,Oxford Press,2008,660,Digital,Mecanica,0.16,7
Sistematizacion de Derecho,María Torres,Reverté,2018,369,Físico,Derecho,1.4,4
Pilares de la ingeniería Ambiental,Paul Clements,Oxford Press,2007,324,Digital,Ambiental,3.43,1
Pilares de la ingeniería Derecho,Julio Martin,Panamericana,2014,234,Físico,Derecho,4.17,5
Sistematizacion de Biodiversidad y recursos geneticos,Nuria Alvarez,Springer,2011,587,Digital,Biodiversidad y recursos geneticos,1.13,8
Conocimientos de Biodiversidad y recursos geneticos,Luis Martínez,Springer,2003,767,Digital,Biodiversidad y recursos geneticos,4.47,1
Fundamentos de Artes,Luis Martínez,Panamericana,2016,186,Físico,Artes,4.82,10
Principios de Educación,Patricia León,Reverté,2002,411,Digital,Educación,1.16,3
Fundamentos de Robotica,Sergio Gomez,Panamericana,2018,129,Físico,Robotica,2.68,9
Calidad en el desarrollo de Arquitectura,Ricardo Gualán,Marcombo,2012,191,Físico,Arquitectura,3.24,2
El gran libro de Handbook de Biodiversidad y recursos geneticos,Andrea Gómez,Cengage,2009,223,Digital,Biodiversidad y recursos geneticos,4.87,1
Conocimientos de Artes,Paul Clements,Pearson,2010,331,Digital,Artes,0.97,10
Aplicaciones modernas de Arquitectura,Julia Herrera,Oxford Press,2019,351,Digital,Arquitectura,3.5,2
